Country,Year,id,GDP per capita (constant 2015 US$),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)",GDP per capita (current US$),Trade (% of GDP),Political Stability and Absence of Violence/Terrorism: Estimate,"Government expenditure on education, total (% of GDP)",Individuals using the Internet (% of population),"Population, total",Taxes on international trade (% of revenue),Taxes on international trade (current LCU),Real interest rate (%),"Foreign direct investment, net inflows (BoP, current US$)",fdi_bop_per_capita
Guatemala ,2016,12,4034.150577,1.280458713,-0.1805157702,4173.281349,46.37273752,-0.5450037122,2.944740057,34.50932609,15827690,4.345406449,2585424423,10.12049423,7.43E+10,4.69E+03
Guatemala ,2017,12,4091.259983,1.393289832,0.08977575682,4454.024509,46.0694204,-0.651365459,2.950099945,37.9,16087418,4.394172859,2737331329,11.11202392,6.89E+10,4.28E+03
Guatemala ,2018,12,4163.476302,1.257900485,0.1940089464,4485.752135,47.01168207,-0.5381922722,3.131939888,41.5,16346950,4.437300505,2870323877,11.50541688,7.82E+10,4.78E+03
Guatemala ,2019,12,4263.708444,1.517071019,0.4852410855,4647.807541,45.51674275,-0.5773494244,3.192970037,44.40104984,16604026,4.408203518,3035149071,8.859152325,6.92E+10,4.17E+03
Guyana,1990,13,2386.057159,1.992020504,,530.8175214,142.5662308,,,0,747116,,,-15.14568615,,0
Guyana,1991,13,2540.872048,3.540553303,0.1017059801,468.3980223,222.6090897,,,0,744096,,,-43.05818134,,0
Guyana,1992,13,2734.675001,39.24532674,-0.5353703941,501.4418045,274.9731159,,,0,744998,,,15.62141973,,0
Guyana,1993,13,2949.563057,15.31376091,0.4404302821,607.7463433,245.3694388,,,0,747189,,,2.062071715,,0
Guyana,1994,13,3191.165759,19.72544728,,721.6033895,222.0678427,,3.724450111,0,749546,,,1.534184849,,0
Guyana,1995,13,3342.172075,11.97181358,,826.9733705,213.3271704,,3.609339952,0,751689,,,6.113205867,74420000,99.00371031
Guyana,1996,13,3599.048241,8.363977607,-0.1417623323,936.0843257,211.3375325,-0.2664135396,,0.065854115,753571,,,13.33847421,59000000,78.29388339
Guyana,1997,13,3813.194705,6.941311125,,991.9585514,209.1366716,,,0.131828033,755211,,,15.37895561,52000000,68.85492928
Guyana,1998,13,3741.804575,6.132141946,,948.2404227,203.8424315,0.1233691201,,0.26408811,756697,,,13.39943163,44000000,58.14744871
Guyana,1999,13,3845.874085,6.621039183,-0.2878712688,916.5463808,201.0593148,,8.561059952,0.4,758014,,,5.303299611,46000000,60.684895
Guyana,2000,13,3788.241405,9.41532519,0.2806356241,938.893298,206.7673705,-0.4868197739,8.484149933,0.6,759051,,,10.05349534,67100000,88.39985719
Guyana,2001,13,3870.729819,7.863319222,0.02878536501,937.2979922,199.5770007,,8.397299767,1,759809,,,16.6319782,56000000,73.70273319
Guyana,2002,13,3911.924387,6.004422604,0.01898387722,955.0302105,196.7250784,-0.5615203381,8.365539551,1.5,760323,,,13.35647552,43600000,57.34404983
Guyana,2003,13,3885.970691,3.512483682,,976.9932633,189.1624856,-0.4363193214,6.955900192,2.4,760562,,,9.810426511,26100000,34.31672895
Guyana,2004,13,3947.438338,3.80800361,0.02130602137,1036.019877,200.7252869,-0.5548961759,5.51293993,3.7,760424,,,7.273623534,30000000,39.45167433
Guyana,2005,13,3874.06814,9.310438944,,1085.784887,194.3507573,-0.4549659491,8.139730453,5.7,759709,,,6.418515761,76800000,101.0913389
Guyana,2006,13,4079.999882,4.302850067,,3138.082209,,-0.7341184616,3.118910074,8.9,758367,,,-58.3271743,1.02E+08,1.34E+02
Guyana,2007,13,4384.073927,5.580431531,,3609.908509,,-0.55968678,2.391170025,13.8,756521,,,5.914206812,1.52E+08,2.01E+02
Guyana,2008,13,4475.049401,5.883932944,,4011.386904,,-0.6339319348,,18.2,754150,,,4.589259232,1.78E+08,2.36E+02
Guyana,2009,13,4654.515236,5.180589093,,4213.816229,,-0.629981041,2.150579929,23.9,751258,,,13.235672,1.64E+08,2.18E+02
Guyana,2010,13,4868.694513,5.767697226,,4589.872498,,-0.4589657485,2.409389973,29.9,747932,,,10.1656426,1.98E+08,2.65E+02
Guyana,2011,13,5147.160761,6.685838666,,4960.004726,,-0.4342825115,2.506690025,30,744230,,,11.75877642,2.47E+08,3.32E+02
Guyana,2012,13,5420.664847,6.839870644,,5461.390085,,-0.4996140599,2.241319895,30.5,743966,,,8.721191673,2.78E+08,3.74E+02
Guyana,2013,13,5592.737249,4.812091391,,5576.250215,,-0.4566067457,,31,747420,,,14.11241913,7.27E+08,9.73E+02
Guyana,2014,13,5659.081803,5.759923042,,5495.377084,,-0.1360975951,4.360330105,32,751115,,,15.26002232,7.72E+08,1.03E+03
Guyana,2015,13,5668.429765,3.217409851,,5668.429765,,-0.1396413445,3.895699978,34,755031,,,9.542339621,1.32E+09,1.75E+03
Guyana,2016,13,5852.81165,3.628485801,0.5800079293,5905.380196,,-0.03421892598,4.737750053,35.66,759087,,,11.99409599,7.64E+08,1.01E+03
Guyana,2017,13,6038.253388,6.894095039,0.0002106072628,6220.978568,,-0.04944072664,4.66478014,37.32583679,763252,,,10.66604441,6.30E+08,8.25E+02
Guyana,2018,13,6127.679107,24.65528599,0.0002088713073,6094.909837,,-0.1919177175,4.45058012,,785514,,,16.35987741,1.39E+09,1.77E+03
Guyana,2019,13,6348.68368,32.76494898,0.1971486815,6477.296726,,-0.2541044056,,78.63994332,798753,,,7.301759348,9.79E+08,1.23E+03
Jamaica,1990,14,4503.50415,3.002912703,0.805712618,1919.795357,99.94017194,,4.779160023,0,2392030,14.56427258,1405293800,4.302950753,,0
Jamaica,1991,14,4682.56215,3.243869073,0.9254281139,1702.501692,101.5987888,,4.383069992,0,2411867,14.12100088,2128792000,-8.574057862,,0
Jamaica,1992,14,4729.60385,4.027764319,1.357673366,1452.188387,125.4943267,,3.336659908,0,2434574,13.72379713,3232982000,-9.51239671,,0
Jamaica,1993,14,5123.461501,1.431965374,1.126822558,2212.256411,82.84213318,,3.214030027,0,2459062,14.57775606,4900201289,-5.951801115,,0
Jamaica,1994,14,5141.81389,1.448860998,0.03668002528,2194.911221,111.4066839,,4.064189911,0.036817104,2484182,12.22143752,5450208047,13.99636859,,0
Jamaica,1995,14,5209.815947,1.547695637,0.3147082484,2621.18197,107.6518075,,3.389080048,0.109487986,2509372,12.82570108,7512574671,14.68989268,1.02E+08,4.06E+01
Jamaica,1996,14,5155.564254,1.835298669,0.6126678681,2919.147789,97.72424196,0.1102292687,3.677730083,0.591145842,2532894,12.43956568,7847570346,17.63412732,1.36E+08,5.37E+01
Jamaica,1997,14,5052.760573,1.853562222,0.107142325,3287.746755,88.98483183,,4.379539967,0.797797441,2554954,12.56150746,8344081336,21.21680819,1.56E+08,6.11E+01
Jamaica,1998,14,4893.406612,3.665560821,0.3983068262,3410.42776,84.47498537,0.0833081454,,1.978726318,2576567,12.57670229,9318863460,19.00286121,3.22E+08,1.25E+02
Jamaica,1999,14,4907.146714,5.341475212,0.5164813824,3423.008614,84.23174689,,,2.355688556,2596271,10.92644821,9924309162,18.78944944,4.75E+08,1.83E+02
Jamaica,2000,14,4920.070218,4.659600175,0.284284472,3447.303896,89.51300605,0.1863964796,4.983469963,3.115778027,2612205,11.11400633,11227496364,11.5395515,4.20E+08,1.61E+02
Jamaica,2001,14,4961.171892,6.269897387,0.5611911625,3502.213118,84.8277346,,5.381030083,3.863020387,2625405,11.43297062,11727446943,11.87314992,5.77E+08,2.20E+02
Jamaica,2002,14,5035.635197,4.566308946,0.376581585,3683.893338,81.84675543,-0.2082295269,5.375229836,6.1,2638244,10.74779987,12592981278,8.633558839,4.44E+08,1.68E+02
Jamaica,2003,14,5195.08599,7.247963743,0.8387914149,3557.200591,88.15063084,-0.3845247924,4.256849766,7.8,2651027,9.396854457,14086036000,6.506314028,6.84E+08,2.58E+02
Jamaica,2004,14,5238.173828,5.497634527,0.1741687147,3819.284231,89.31810407,-0.3456685543,3.912549973,10,2664024,9.297676232,15949131500,4.677446369,5.59E+08,2.10E+02
Jamaica,2005,14,5259.644183,5.673333429,0.5018736537,4200.388954,90.48789334,-0.2987373471,4.616419792,12.8,2676863,9.909812394,18500058000,5.285866926,6.38E+08,2.38E+02
Jamaica,2006,14,5386.377766,7.060604723,0.3820088278,4435.571444,100.7455988,-0.3201636672,,16.4,2689660,9.476596062,20030159000,8.07942404,8.42E+08,3.13E+02
Jamaica,2007,14,5440.124862,6.343185907,0.4719382698,4738.449778,101.2444221,-0.2560370862,5.49022007,21.1,2701221,9.656488668,24343893321,5.279057528,8.12E+08,3.01E+02
Jamaica,2008,14,5375.761644,10.04130361,0.1158126359,5056.258036,113.5774038,-0.3072997332,6.191319942,23.6,2711373,9.39921543,25960612102,2.88781677,1.38E+09,5.09E+02
Jamaica,2009,14,5121.338492,4.002857281,0.04454788127,4452.120799,86.88512433,-0.3638176918,6.198480129,24.3,2722401,8.089708994,24285310800,4.276962292,4.85E+08,1.78E+02
Jamaica,2010,14,5025.493529,1.405203504,0.1234789835,4835.791087,80.92040032,-0.4295414686,6.370600224,27.67,2733896,8.812654236,27851633924,9.693284432,1.86E+08,6.80E+01
Jamaica,2011,14,5089.605232,1.195993171,0.2013200144,5259.931753,83.82182023,-0.06298333406,6.266640186,37.43861341,2746169,9.202290776,29645161577,12.96180044,1.73E+08,6.30E+01
Jamaica,2012,14,5033.35863,2.791456959,0.6070501529,5365.242172,82.04007835,0.120508112,6.112460136,33.79,2759817,9.74956957,33604596963,10.37456239,4.13E+08,1.50E+02
